Potential Accident Level,Gender,Country_Country_01,Country_Country_02,Country_Country_03,Local_Local_01,Local_Local_02,Local_Local_03,Local_Local_04,Local_Local_05,Local_Local_06,Local_Local_07,Local_Local_08,Local_Local_09,Local_Local_10,Local_Local_11,Local_Local_12,Industry Sector_Metals,Industry Sector_Mining,Industry Sector_Others,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,Description,Accident Level
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on level 4200, a technician entered compartment B-12 to inspect the hydraulic system of the primary crusher No. 1; at this time, he inadvertently activated the emergency stop button located near the control panel, causing the machinery to suddenly shut down and trapping him between the moving parts of the piston rod and the stationary wall of the chamber. At the moment of the accident, there were no other personnel present in the area due to a scheduled shift change taking place on that floor.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 11:10 a.m., during the execution of drilling operations in Well A-1235 at BP -1000, the driller noticed an unusual increase in pressure while performing a sidetrack operation. Despite attempts to adjust the well's parameters, the situation worsened, and the drill pipe began to vibrate violently. The operator hastily evacuated the area as the equipment malfunctioned, causing a catastrophic blowout that resulted in the death of one crew member who was caught between the rigging and the drilling platform.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 15A feeding primary mill No. 3, a technician entered the return pulley housing (1.5 x 0.8 m) to inspect and clean accumulated material. Unbeknownst to him, the automatic tensioning system was activated due to inadequate shutdown procedures by his colleague earlier that day. As he descended into the housing, the moving parts of the system caught his right arm between the pulley drum and the wall, causing severe lacerations and entrapment at chest height. Despite wearing protective gloves, the technician's screams for help went unheard as he was alone in the area at the time of the accident.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 3:10 p.m., during shotcrete casting operations on Cruise 741 Nv. 1850, an operator was stationed at the left side of the equipment and initiated a release of 03 cubic meters. As the material began flowing out, he noticed excessive vibration emanating from the machinery. Despite attempting to adjust the settings, the vibrations intensified, causing him to lose his footing on the slippery surface. The operator fell approximately 3 meters down an open access shaft, sustaining severe injuries and ultimately succumbing to them before medical assistance could be rendered.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During shotcrete casting operations on Tunnel 3456 at 10:15 a.m., an operator was working near the launch equipment when he decided to pause the process due to a malfunctioning pneumatic hose, which caused inconsistent material flow. After attempting to repair the issue, the operator moved closer to inspect the problem and lost his footing in the slippery area around the equipment. He fell approximately 2 meters onto the concrete floor, striking his head on a metal pipe. The assistant rushed over to assist but was unable to render aid due to the severity of the injuries. Emergency responders were summoned immediately, and upon arrival, they confirmed the operator's death.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:42 hours on March 15th, 2022, during a routine maintenance operation in area C-7 of the chemical processing plant; an unexpected gas leak occurred from a ruptured pipeline (designated as P-321) while technician Maria Rodriguez was performing a visual inspection. The released gas mixture ignited instantly, engulfing Maria and causing severe burns to her upper body before she could escape or receive assistance.",5
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on level 4200 in sector C-12, a mechanic entered the restricted area surrounding the rotating drum (2.5 m diameter) of the cement mixer unit 4213-A to inspect the conveyor belt system. As he approached the edge of the platform, his safety harness became entangled with the moving parts of the drum's support structure, causing him to be suspended at a height of approximately 4 meters above the floor. The mechanic was alone in the area and received severe injuries due to the forceful extraction from the entanglement by coworkers attempting to free him.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on conveyor belt 14A feeding primary mill No. 3 at approximately 10:15 p.m., the mechanical engineer entered the discharge chute (0.90 x 1.00 x 1.20 m) to inspect and clean accumulated material, unaware that an automatic scraper system was still operational after a recent malfunction repair. As he reached for debris near the bottom of the chute, the scraper suddenly activated, pinning him at chest height against the right-hand wall with significant force.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 10:15 a.m., during the maintenance activity in access 3 of level 4500, while checking the electrical connections on the Z-221 power panel, electrician Mr. Rodriguez was electrocuted after touching an exposed wire with his bare hand due to inadequate insulation and lack of warning signs. He fell from the platform (height of approximately 4 meters) onto a metal grating below, sustaining severe injuries including multiple fractures and lacerations on both legs and hands.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During shotcrete casting operations on Tunnel 3456 at 10:15 a.m., an operator was working near the launch equipment when he decided to pause the process due to a malfunctioning pneumatic hose, which caused inconsistent material flow. After attempting to repair the issue, the operator moved closer to inspect the problem and lost his footing in the slippery area around the equipment. He fell approximately 2 meters onto the concrete floor, striking his head on a metal pipe. The assistant rushed over to assist but was unable to render aid due to the severity of the injuries. Emergency responders were summoned immediately, and upon arrival, they confirmed the operator's death.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on conveyor belt 15A feeding primary mill No. 3, a technician entered the return pulley housing (1.5 x 0.8 m) to inspect and clean accumulated material. Unbeknownst to him, the automatic tensioning system was activated due to inadequate shutdown procedures by his colleague earlier that day. As he descended into the housing, the moving parts of the system caught his right arm between the pulley drum and the wall, causing severe lacerations and entrapment at chest height. Despite wearing protective gloves, the technician's screams for help went unheard as he was alone in the area at the time of the accident.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the upper deck of the processing unit 3A at approximately 9:45 am, an electrical technician entered the restricted area adjacent to the main transformer to inspect a faulty circuit breaker. As he reached for the device, a sudden power surge caused by a nearby equipment malfunction triggered the automatic shutdown sequence, trapping him between two large metal panels measuring 2x1 meters each. The confined space was dark and poorly ventilated, with temperatures exceeding 30°C due to the proximity of high-voltage electrical components. Despite immediate attempts at rescue by his coworkers, the technician succumbed to asphyxia before medical assistance could be rendered.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 08:42 hours on April 15th, 2022, during a routine maintenance operation at the S-121 processing unit, an unexpected explosion occurred in the area where technicians were working with compressed gases. The blast was followed by a fire that spread rapidly throughout the surrounding equipment and storage containers. One of the technicians, identified as Juan Sanchez from company XYZ Inc., was found unconscious near the epicenter of the explosion. Despite immediate medical attention, he succumbed to his injuries shortly thereafter.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:15 hours on March 12th, during a routine maintenance operation in sector A of the chemical plant, an explosion occurred when a faulty valve suddenly released a large quantity of highly flammable gas into the air. The blast sent equipment flying and debris raining down around the area, causing widespread destruction. One worker, Juan Sanchez, was caught off guard while walking through the affected zone; he suffered severe burns on his arms and legs before being rushed to the hospital in critical condition.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 13:42 hours on March 15th, 2022, during a routine maintenance operation at the thermal power plant's turbine hall, an electrical fault occurred in the control panel of unit 3. The faulty circuit caused a sudden and intense surge of electricity that threw technician Jorge Silva against the nearby wall, causing severe head trauma. As colleagues rushed to his aid, they discovered he had suffered cardiac arrest due to the shock. Emergency services were promptly alerted, but despite resuscitation efforts, Silva was pronounced dead at the scene. The investigation into the incident is ongoing.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:10 hours on March 15th, during a routine maintenance operation in the processing unit of the No. 3 reactor at the nuclear power plant, a sudden and unexplained failure occurred with the containment valve system (CV-12) while it was being serviced by technician Rodriguez from the mechanical team. As he attempted to access the valve's control panel, located approximately 1.5 meters above ground level in a confined space, the entire unit suddenly dropped due to an unknown malfunction, trapping him at chest height between the CV-12 and its adjacent enclosure wall.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In access 3 of level 4210, during the maintenance activity on a conveyor belt system, an employee was performing welding operations on a section of the belt when he lost control of his equipment and suffered severe burns to both legs from molten metal splashes while attempting to retrieve it. The incident occurred at approximately 11:15 am in a confined space with poor ventilation, where the air temperature exceeded 30°C. Despite wearing personal protective gear, including flame-resistant clothing and safety glasses, the employee's injuries were fatal due to extensive tissue damage and blood loss caused by the burns.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 11:10 a.m., during the execution of drilling operations in Well A-1235 at BP -1000, the driller noticed an unusual increase in pressure while performing a sidetrack operation. Despite attempts to adjust the well's parameters, the situation worsened, and the drill pipe began to vibrate violently. The operator hastily evacuated the area as the equipment malfunctioned, causing a catastrophic blowout that resulted in the death of one crew member who was caught between the rigging and the drilling platform.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance activity on level 4200 in sector C-12, a mechanic entered the restricted area surrounding the rotating drum (2.5 m diameter) of the cement mixer unit 4213-A to inspect the conveyor belt system. As he approached the edge of the platform, his safety harness became entangled with the moving parts of the drum's support structure, causing him to be suspended at a height of approximately 4 meters above the floor. The mechanic was alone in the area and received severe injuries due to the forceful extraction from the entanglement by coworkers attempting to free him.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Approximately 14:20 hours on March 15th, during a routine maintenance operation in the 3456B section of the processing plant, an unexpected failure occurred in the hydraulic system of the crane CB-1174 while it was being lifted into position for repairs. The sudden loss of pressure caused the crane's boom to swing violently out of control, striking and pinning the operator, Mr. Rodriguez, against a nearby storage rack at chest height.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On January 15th at 10:45 a.m., during the maintenance activity on level B-7 of shaft N°3, an operator was conducting a routine inspection inside the ventilation tunnel when he lost his footing and fell approximately 12 meters onto the metal grating floor due to slippery conditions caused by recent cleaning operations. The fall resulted in severe head trauma and multiple fractures, ultimately leading to the operator's death. Emergency responders were immediately dispatched upon notification of the incident, initiating a thorough investigation into the accident's circumstances.",5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:10 hours on March 15th, during a routine maintenance operation in the processing unit of the No. 3 reactor at the nuclear power plant, a sudden and unexplained failure occurred with the containment valve system (CV-12) while it was being serviced by technician Rodriguez from the mechanical team. As he attempted to access the valve's control panel, located approximately 1.5 meters above ground level in a confined space, the entire unit suddenly dropped due to an unknown malfunction, trapping him at chest height between the CV-12 and its adjacent enclosure wall.",5
